22	15200001	15300001	22	15200001	15300001	1.0
22	15200001	15300001	22	15300001	15400001	0.9929516670299862
22	15200001	15300001	22	15400001	15500001	0.9809813659608152
22	15200001	15300001	22	15500001	15600001	0.9910378018054945
22	15200001	15300001	22	15600001	15700001	0.9877262210958859
22	15200001	15300001	22	15700001	15800001	0.9749870807252585
22	15200001	15300001	22	15800001	15900001	0.9907404843335802
22	15200001	15300001	22	15900001	16000001	0.990659464379129
22	15200001	15300001	22	16000001	16100001	0.9884114968770594
22	15200001	15300001	22	16400001	16500001	0.9821213886683562
22	15200001	15300001	22	16500001	16600001	0.913101815112528
22	15200001	15300001	22	16600001	16700001	0.9890742848109568
22	15200001	15300001	22	16700001	16800001	0.9894080522225985
22	15200001	15300001	22	16800001	16900001	0.9889724709805856
22	15200001	15300001	22	16900001	17000001	0.955650689544641
22	15200001	15300001	22	17000001	17100001	0.9602987396029207
22	15200001	15300001	22	17100001	17200001	0.6625857821729549
22	15200001	15300001	22	17200001	17300001	0.7268660723819185
22	15200001	15300001	22	17300001	17400001	0.9168488332713893
22	15200001	15300001	22	17400001	17500001	0.9796749470502274
22	15200001	15300001	22	17500001	17600001	0.8692849364719877
22	15200001	15300001	22	17600001	17700001	0.9602120036314611
22	15200001	15300001	22	17700001	17800001	0.8545757927158076
22	15200001	15300001	22	17800001	17900001	0.7938579100389165
22	15200001	15300001	22	17900001	18000001	0.800501251533858
22	15200001	15300001	22	18000001	18100001	0.7869129271757188
22	15200001	15300001	22	18800001	18900001	0.9105278416216381
22	15200001	15300001	22	18900001	19000001	0.959415404124241
22	15200001	15300001	22	19000001	19100001	0.8161655603185599
22	15200001	15300001	22	19100001	19200001	0.9482611559618533
22	15200001	15300001	22	19200001	19300001	0.9659031404722799
22	15200001	15300001	22	19300001	19400001	0.9559604589218218
22	15200001	15300001	22	19400001	19500001	0.8762353657124364
22	15200001	15300001	22	19500001	19600001	0.7857645319621717
22	15200001	15300001	22	19600001	19700001	0.7470347781168274
22	15200001	15300001	22	19700001	19800001	0.9872834355468796
22	15200001	15300001	22	19800001	19900001	0.8401097029923084
22	15200001	15300001	22	19900001	20000001	0.9439705407023506
22	15200001	15300001	22	20000001	20100001	0.9107300402098203
22	15200001	15300001	22	20100001	20200001	0.9886365419405173
22	15200001	15300001	22	20200001	20300001	0.9878010258707576
22	15200001	15300001	22	20300001	20400001	0.8863534878167647
22	15200001	15300001	22	20400001	20500001	0.8762642347522687
22	15200001	15300001	22	20500001	20600001	0.7377212907920613
22	15200001	15300001	22	20600001	20700001	0.8402286670252879
22	15200001	15300001	22	20700001	20800001	0.75029378952491
22	15200001	15300001	22	20800001	20900001	0.919369854679241
22	15200001	15300001	22	20900001	21000001	0.8658309148534805
22	15200001	15300001	22	21000001	21100001	0.8228723134293178
22	15200001	15300001	22	21100001	21200001	0.9673825720300055
22	15200001	15300001	22	21200001	21300001	0.8198199473930098
22	15200001	15300001	22	21300001	21400001	0.9179113177431839
22	15200001	15300001	22	21400001	21500001	0.9412248211607805
22	15200001	15300001	22	21500001	21600001	0.8193725150350876
22	15200001	15300001	22	21600001	21700001	0.9059926852307181
22	15200001	15300001	22	21700001	21800001	0.7999724793855858
22	15200001	15300001	22	21800001	21900001	0.9630838675767774
22	15200001	15300001	22	21900001	22000001	0.9336327312509185
22	15200001	15300001	22	22000001	22100001	0.9751221083627855
22	15200001	15300001	22	22100001	22200001	0.984672440456466
22	15200001	15300001	22	22200001	22300001	0.9484654020531225
22	15200001	15300001	22	22300001	22400001	0.9596584853768565
22	15200001	15300001	22	22400001	22500001	0.977532872868863
22	15200001	15300001	22	22500001	22600001	0.9306631897644229
22	15200001	15300001	22	22600001	22700001	0.7750320976183843
22	15200001	15300001	22	22700001	22800001	0.9383189001679174
22	15200001	15300001	22	22800001	22900001	0.9620824976752538
22	15200001	15300001	22	22900001	23000001	0.9417028424719964
22	15200001	15300001	22	23000001	23100001	0.8831542516600591
22	15200001	15300001	22	23100001	23200001	0.892349160541692
22	15200001	15300001	22	23200001	23300001	0.9058783402031997
22	15200001	15300001	22	23300001	23400001	0.9345735722713275
22	15200001	15300001	22	23400001	23500001	0.8688664703633832
22	15200001	15300001	22	23500001	23600001	0.8342880071098803
22	15200001	15300001	22	23600001	23700001	0.7360846535229444
22	15200001	15300001	22	23700001	23800001	0.8459286988455744
22	15200001	15300001	22	23800001	23900001	0.8910340095650103
22	15200001	15300001	22	23900001	24000001	0.748734189677387
22	15200001	15300001	22	24000001	24100001	0.9195065221695448
22	15200001	15300001	22	24100001	24200001	0.9725095227113698
22	15200001	15300001	22	24200001	24300001	0.8215769982752849
22	15200001	15300001	22	24300001	24400001	0.9853992455188691
22	15200001	15300001	22	24400001	24500001	0.898576655697424
22	15200001	15300001	22	24500001	24600001	0.6726097946876843
22	15200001	15300001	22	24600001	24700001	0.8651290478628018
22	15200001	15300001	22	24700001	24800001	0.9793751846119462
22	15200001	15300001	22	24800001	24900001	0.7879013840398874
22	15200001	15300001	22	24900001	25000001	0.7536180065272543
22	15200001	15300001	22	25000001	25100001	0.7073534636069745
22	15200001	15300001	22	25100001	25200001	0.7059096555599327
22	15200001	15300001	22	25200001	25300001	0.9323802451307223
22	15200001	15300001	22	25300001	25400001	0.8253975787694312
22	15200001	15300001	22	25400001	25500001	0.8869571942814137
22	15200001	15300001	22	25500001	25600001	0.9784308119055473
22	15200001	15300001	22	25600001	25700001	0.9880010387274204
22	15200001	15300001	22	25700001	25800001	0.8560980427299281
22	15200001	15300001	22	25800001	25900001	0.9454167520513795
22	15200001	15300001	22	25900001	26000001	0.9494019087626137
22	15200001	15300001	22	26000001	26100001	0.9727901520581966
22	15200001	15300001	22	26100001	26200001	0.9797540282705604
22	15200001	15300001	22	26200001	26300001	0.9672516018500478
22	15200001	15300001	22	26300001	26400001	0.9429607578317457
22	15200001	15300001	22	26400001	26500001	0.875585080789314
22	15200001	15300001	22	26500001	26600001	0.7976158963044396
22	15200001	15300001	22	26600001	26700001	0.7445055332069976
22	15200001	15300001	22	26700001	26800001	0.8889482788428283
22	15200001	15300001	22	26800001	26900001	0.9734456390789097
22	15200001	15300001	22	26900001	27000001	0.9571227034244446
22	15200001	15300001	22	27000001	27100001	0.9531827424364157
22	15200001	15300001	22	27100001	27200001	0.9501385467438579
22	15200001	15300001	22	27200001	27300001	0.9279241180642992
22	15200001	15300001	22	27300001	27400001	0.9803748952266167
22	15200001	15300001	22	27400001	27500001	0.6007303997966204
22	15200001	15300001	22	27500001	27600001	0.5836741745795121
22	15200001	15300001	22	27600001	27700001	0.5706009320634307
22	15200001	15300001	22	27700001	27800001	0.6279628701804136
22	15200001	15300001	22	27800001	27900001	0.967195050098006
22	15200001	15300001	22	27900001	28000001	0.988276279248453
22	15200001	15300001	22	28000001	28100001	0.9778778506934527
22	15200001	15300001	22	28100001	28200001	0.9885419794158624
22	15200001	15300001	22	28200001	28300001	0.9876093706297794
22	15200001	15300001	22	28300001	28400001	0.9876401429074936
22	15200001	15300001	22	28400001	28500001	0.9875682833455083
22	15200001	15300001	22	28500001	28600001	0.9883407285119157
22	15200001	15300001	22	28600001	28700001	0.9872443222066787
22	15200001	15300001	22	28700001	28800001	0.9401634202393939
22	15200001	15300001	22	28800001	28900001	0.910046256966286
22	15200001	15300001	22	28900001	29000001	0.9698815859608184
22	15200001	15300001	22	29000001	29100001	0.870147339185716
22	15200001	15300001	22	29100001	29200001	0.868088524508811
22	15200001	15300001	22	29200001	29300001	0.7855671309383725
22	15200001	15300001	22	29300001	29400001	0.8851263483652335
22	15200001	15300001	22	29400001	29500001	0.8517794330982066
